PhraseID,Sentence,Phrase,count,WordCount,Sentiment,NegativityGI,PositivityGI,SentimentHE,NegativityHE,PositivityHE,SentimentLM,NegativityLM,PositivityLM,RatioUncertaintyLM,SentimentQDAP,NegativityQDAP,PositivityQDAP
885,1,xenophobic/racist,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
886,1,take,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
886,1,xenophobic/racist,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
887,1,take,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
888,1,saw,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
889,1,saw,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
889,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,1,both,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,1,both,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,1,play,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
893,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,1,play,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
894,1,together,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
895,1,together,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
896,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,1,ronnie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
897,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,1,lane,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
898,1,ronnie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
899,1,appeal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
899,1,lane,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
900,1,appeal,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
900,1,for,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,1,arms,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
901,1,for,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
